Gene	Family
Soffic.09C0006510-9C	MYB-related	TFF
Soffic.07G0006510-7D	CCAAT	TFF
Soffic.01G0018820-1B	C2C2-Dof	TFF
Soffic.09C0022470-9C	bZIP	TFF
Soffic.02H0033060-2H	GRAS	TFF
Soffic.03G0007570-3F	MYB	TFF
Soffic.10E0007190-10E	Orphans	Orphans
Soffic.04G0024810-4D	GRF	TFF
Soffic.09G0006900-9G	zf-BED	TFF
Soffic.04G0000960-4D	zf-BED	TFF
Soffic.04H0023220-4H	SET	OTR
Soffic.03G0040350-3C	zf-BED	TFF
Soffic.01G0045810-1D	TRAF	OTR
Soffic.09G0017430-9C	MYB-related	TFF
Soffic.04A0033750-4A	MYB	TFF
Soffic.06D0005780-6D	Orphans	Orphans
Soffic.03H0001360-3H	BES1	TFF
Soffic.10G0017060-10A	zf-BED	TFF
Soffic.10G0020350-10G	Orphans	Orphans
Soffic.07G0013610-7C	SET	OTR
Soffic.01E0012900-1E	AUX/IAA	OTR
Soffic.06G0017230-6D	MYB-related	TFF
Soffic.02B0023090-2B	MADS	TFF
Soffic.09G0015340-9A	OFP	TFF
Soffic.07G0013320-7A	MYB	TFF
Soffic.09G0009340-9C	Orphans	Orphans
Soffic.03G0037270-3B	GRAS	TFF
Soffic.03C0026110-3C	zf-A20	TFF
Soffic.10G0005030-10F	ARF	TFF
Soffic.08G0015600-8C	zf-LSD1	TFF
Soffic.08G0002450-8H	TRAF	OTR
Soffic.07C0017720-7C	MADS	TFF
Soffic.01G0008760-1D	MYB-related	TFF
Soffic.02G0029690-2G	Orphans	Orphans
Soffic.05G0002970-5A	Orphans	Orphans
Soffic.06G0022090-6D	MYB-related	TFF
Soffic.06G0014550-6C	MYB	TFF
Soffic.01D0032410-1D	C2H2	TFF
Soffic.02G0038170-2B	AP2-EREBP	TFF
Soffic.05G0022020-5E	C2H2	TFF
Soffic.06G0006720-6H	Trihelix	TFF
Soffic.03F0024010-3F	MYB-related	TFF
Soffic.10D0020810-10D	ARF	TFF
Soffic.05G0008950-5B	CCAAT	TFF
Soffic.02G0000130-2G	FHA	TFF
Soffic.09G0022220-9G	FAR1	TFF
Soffic.02G0024810-2E	NAC	TFF
Soffic.09G0001520-9H	C2H2	TFF
Soffic.01G0044360-1F	FAR1	TFF
Soffic.03G0023120-3G	ABI3VP1	TFF
Soffic.03G0034410-3D	PHD	OTR
Soffic.01G0000170-1F	HSF	TFF
Soffic.01G0045810-1C	ABI3VP1	TFF
Soffic.04G0000870-4E	FAR1	TFF
Soffic.04F0024500-4F	Orphans	Orphans
Soffic.04D0010900-4D	Orphans	Orphans
Soffic.02G0022750-2A	C2H2	TFF
Soffic.04E0019470-4E	SET	OTR
Soffic.01G0016990-1A	ABI3VP1	TFF
Soffic.09G0002530-9H	SAP	TFF
Soffic.07G0005390-7E	ABI3VP1	TFF
Soffic.01H0047090-1H	NAC	TFF
Soffic.10G0019510-10F	MYB	TFF
Soffic.09G0009290-9F	AP2-EREBP	TFF
Soffic.01G0040770-1C	Orphans	Orphans
Soffic.02G0023740-2G	zf-A20	TFF
Soffic.08G0014840-8D	Orphans	Orphans
Soffic.04G0027200-4E	MADS	TFF
Soffic.01G0005350-1A	DDT	OTR
Soffic.04H0023990-4H	C3H	TFF
Soffic.08H0010170-8H	LIM	TFF
Soffic.01G0007070-1G	C2H2	TFF
Soffic.01G0042150-1C	C2C2-Dof	TFF
Soffic.06G0006860-6A	Orphans	Orphans
Soffic.01E0001580-1E	Orphans	Orphans
Soffic.10B0012580-10B	PHD	OTR
Soffic.06G0003490-6G	MYB	TFF
Soffic.04G0004190-4F	MADS	TFF
Soffic.01G0019360-1E	MYB	TFF
Soffic.01G0035190-1C	zf-LSD1	TFF
Soffic.01G0049000-1D	C2C2-Dof	TFF
Soffic.02G0005820-2B	PHD	OTR
Soffic.02E0016510-2E	zf-HD	TFF
Soffic.03G0027420-3A	TUB	TFF
Soffic.02G0004670-2D	MYB	TFF
Soffic.10H0009540-10H	NAC	TFF
Soffic.09G0013890-9H	SWI/SNF-BAF60b	OTR
Soffic.02G0007990-2C	TRAF	OTR
Soffic.07G0006030-7A	AP2-EREBP	TFF
Soffic.02E0034210-2E	bHLH	TFF
Soffic.06G0018440-6D	FAR1	TFF
Soffic.05G0016600-5H	zf-BED	TFF
Soffic.04D0033230-4D	Orphans	Orphans
Soffic.04H0003200-4H	Orphans	Orphans
Soffic.02G0036410-2C	MYB	TFF
Soffic.01F0030300-1F	Orphans	Orphans
Soffic.09G0016170-9C	Orphans	Orphans
Soffic.01F0007580-1F	HB	TFF
Soffic.08G0014730-8E	ABI3VP1	TFF
Soffic.09G0005250-9E	C2H2	TFF
Soffic.01G0033380-1G	C2C2-Dof	TFF
Soffic.04G0027700-4C	Orphans	Orphans
Soffic.01G0039380-1F	zf-BED	TFF
Soffic.10G0005230-10G	Orphans	Orphans
Soffic.01G0013040-1G	MYB	TFF
Soffic.10E0010910-10E	C2C2-CO-like	TFF
Soffic.03G0007690-3D	AP2-EREBP	TFF
Soffic.04F0008170-4F	bHLH	TFF
Soffic.09G0002790-9B	MYB	TFF
Soffic.10G0017530-10F	Orphans	Orphans
Soffic.03G0002720-3G	C3H	TFF
Soffic.04G0024650-4A	Orphans	Orphans
Soffic.06G0018900-6A	MYB	TFF
Soffic.07E0020330-7E	MYB	TFF
Soffic.10G0017680-10F	AP2-EREBP	TFF
Soffic.04G0003020-4A	MYB-related	TFF
Soffic.01G0012050-1A	HB	TFF
Soffic.04G0009180-4H	HSF	TFF
Soffic.01G0001030-1G	WRKY	TFF
Soffic.06G0014230-6F	TCP	TFF
Soffic.10D0006660-10D	LIM	TFF
Soffic.07G0011990-7G	MBF1	OTR
Soffic.07D0010930-7D	WRKY	TFF
Soffic.10G0020820-10G	TRAF	OTR
Soffic.01E0015930-1E	bHLH	TFF
Soffic.06G0016360-6G	AP2-EREBP	TFF
Soffic.03G0030450-3A	WRKY	TFF
Soffic.06G0022760-6D	Orphans	Orphans
Soffic.02B0033020-2B	C2H2	TFF
Soffic.03H0019920-3H	HSF	TFF
Soffic.05G0012660-5C	Orphans	Orphans
Soffic.09G0019180-9H	Orphans	Orphans
Soffic.06F0009230-6F	Orphans	Orphans
Soffic.06G0014160-6D	AP2-EREBP	TFF
Soffic.03G0019690-3G	zf-BED	TFF
Soffic.05G0020940-5G	GRAS	TFF
Soffic.05G0010990-5G	bHLH	TFF
Soffic.02G0004640-2F	HSF	TFF
Soffic.10D0008350-10D	bZIP	TFF
Soffic.02G0018100-2C	bHLH	TFF
Soffic.09G0005840-9G	FHA	TFF
Soffic.01G0015970-1G	Orphans	Orphans
Soffic.04G0032140-4B	WRKY	TFF
Soffic.01G0019580-1D	TFIID	TFF
Soffic.03G0006910-3A	AP2-EREBP	TFF
Soffic.03G0001420-3G	bZIP	TFF
Soffic.10G0000350-10D	Orphans	Orphans
Soffic.05D0012920-5D	TUB	TFF
Soffic.07G0014660-7C	AP2-EREBP	TFF
Soffic.04H0002370-4H	bZIP	TFF
Soffic.06G0012800-6B	Orphans	Orphans
Soffic.01H0036710-1H	PHD	OTR
Soffic.03G0031170-3A	C2H2	TFF
Soffic.01B0013790-1B	GNAT	OTR
Soffic.06F0021720-6F	SWI/SNF-BAF60b	OTR
Soffic.01G0022750-1B	TRAF	OTR
Soffic.03G0019010-3B	HSF	TFF
Soffic.07G0009780-7G	WRKY	TFF
Soffic.09D0021690-9D	MADS	TFF
Soffic.09D0011640-9D	AP2-EREBP	TFF
Soffic.02G0016590-2B	zf-BED	TFF
Soffic.05G0004240-5H	GRAS	TFF
Soffic.04G0022090-4A	C2C2-GATA	TFF
Soffic.08G0005050-8D	SAP	TFF
Soffic.03G0023030-3D	MYB	TFF
Soffic.05G0017550-5G	WRKY	TFF
Soffic.02G0039170-2D	FAR1	TFF
Soffic.01G0048550-1F	SWI/SNF-BAF60b	OTR
Soffic.05G0011860-5D	Orphans	Orphans
Soffic.01G0041670-1E	NAC	TFF
Soffic.01F0007070-1F	bHLH	TFF
Soffic.09G0013160-9A	mTERF	OTR
Soffic.01G0042400-1B	C2H2	TFF
Soffic.01G0006420-1C	AUX/IAA	OTR
Soffic.06G0014020-6D	AP2-EREBP	TFF
Soffic.03G0008030-3G	NAC	TFF
Soffic.07G0010860-7D	CCAAT	TFF
Soffic.01G0030300-1G	MYB	TFF
Soffic.01E0033240-1E	AP2-EREBP	TFF
Soffic.01G0031950-1H	PLATZ	TFF
Soffic.09G0020330-9E	MYB-related	TFF
Soffic.10G0019480-10D	AP2-EREBP	TFF
Soffic.05G0010100-5B	AP2-EREBP	TFF
Soffic.10G0001450-10E	SET	OTR
Soffic.04G0017170-4B	E2F-DP	TFF
Soffic.01G0005820-1A	WRKY	TFF
Soffic.06F0016600-6F	FAR1	TFF
Soffic.03F0024580-3F	MYB	TFF
Soffic.06G0016480-6B	bHLH	TFF
Soffic.01G0018740-1F	Orphans	Orphans
Soffic.05G0002200-5B	WRKY	TFF
Soffic.09C0007990-9C	OFP	TFF
Soffic.02G0003660-2D	AP2-EREBP	TFF
Soffic.06G0014500-6G	NAC	TFF
Soffic.10F0004320-10F	LIM	TFF
Soffic.03H0034680-3H	C2H2	TFF
Soffic.01B0003630-1B	mTERF	OTR
Soffic.10G0010190-10C	TRAF	OTR
Soffic.07G0012700-7G	TRAF	OTR
Soffic.03H0034530-3H	C3H	TFF
Soffic.10G0024750-10B	FAR1	TFF
Soffic.09C0023320-9C	MYB-related	TFF
Soffic.07G0011790-7H	ABI3VP1	TFF
Soffic.02D0023500-2D	AP2-EREBP	TFF
Soffic.07G0006690-7F	TRAF	OTR
Soffic.04G0030460-4D	bHLH	TFF
Soffic.07D0013360-7D	NAC	TFF
Soffic.10G0000270-10A	Orphans	Orphans
Soffic.05G0006050-5F	Orphans	Orphans
Soffic.02G0025630-2H	SET	OTR
Soffic.05D0015060-5D	GRF	TFF
Soffic.01G0036060-1E	GRAS	TFF
Soffic.03G0011690-3G	MYB	TFF
Soffic.06G0013860-6C	NAC	TFF
Soffic.01G0011710-1B	FAR1	TFF
Soffic.01H0017480-1H	GeBP	TFF
Soffic.07G0017570-7B	MADS	TFF
Soffic.02G0017660-2F	zf-HD	TFF
Soffic.07G0019990-7G	CCAAT	TFF
Soffic.10G0008550-10G	MADS	TFF
Soffic.03G0037900-3A	NAC	TFF
Soffic.08G0013390-8G	Orphans	Orphans
Soffic.04F0030430-4F	AP2-EREBP	TFF
Soffic.07H0007170-7H	PHD	OTR
Soffic.10G0016440-10D	bZIP	TFF
Soffic.03D0032620-3D	zf-BED	TFF
Soffic.03G0037650-3G	MYB-related	TFF
Soffic.01G0026990-1D	Orphans	Orphans
Soffic.02G0029630-2B	MADS	TFF
Soffic.09G0002760-9D	MYB	TFF
Soffic.03G0016820-3G	C2H2	TFF
Soffic.09G0002250-9D	MYB	TFF
Soffic.04G0030190-4G	WRKY	TFF
Soffic.08G0014890-8A	C2C2-Dof	TFF
Soffic.02H0039400-2H	C2C2-YABBY	TFF
Soffic.03G0036250-3E	AP2-EREBP	TFF
Soffic.03G0000020-3A	GNAT	OTR
Soffic.01G0045230-1F	E2F-DP	TFF
Soffic.03G0003150-3D	MYB-related	TFF
Soffic.08G0013480-8D	Orphans	Orphans
Soffic.01G0009920-1E	ABI3VP1	TFF
Soffic.01G0003640-1D	mTERF	OTR
Soffic.09G0015480-9G	WRKY	TFF
Soffic.04G0008290-4A	HB	TFF
Soffic.03G0017420-3D	Orphans	Orphans
Soffic.02G0020880-2G	CCAAT	TFF
Soffic.02G0020720-2F	bZIP	TFF
Soffic.10G0012110-10A	MADS	TFF
Soffic.09G0005700-9G	bHLH	TFF
Soffic.02G0004000-2E	FAR1	TFF
Soffic.03G0026020-3E	Orphans	Orphans
Soffic.02E0020650-2E	EIL	TFF
Soffic.10G0020820-10H	Orphans	Orphans
Soffic.04G0029440-4B	AP2-EREBP	TFF
Soffic.01G0016540-1D	Orphans	Orphans
Soffic.04G0032440-4G	Orphans	Orphans
Soffic.01G0021010-1A	GeBP	TFF
Soffic.10C0014140-10C	WRKY	TFF
Soffic.08G0003280-8A	SET	OTR
Soffic.01F0005960-1F	ABI3VP1	TFF
Soffic.03G0003300-3A	Orphans	Orphans
Soffic.04G0017780-4E	TRAF	OTR
Soffic.03G0038160-3F	SRS	TFF
Soffic.07G0001470-7E	mTERF	OTR
Soffic.01B0028660-1B	MYB-related	TFF
Soffic.03H0036630-3H	FAR1	TFF
Soffic.01C0017330-1C	Orphans	Orphans
Soffic.02H0012820-2H	bZIP	TFF
Soffic.08G0001600-8A	TRAF	OTR
Soffic.03H0020590-3H	bZIP	TFF
Soffic.05G0013390-5D	bHLH	TFF
Soffic.01G0009800-1A	MADS	TFF
Soffic.04G0019270-4A	Orphans	Orphans
Soffic.03G0037210-3B	FAR1	TFF
Soffic.05G0015650-5D	Orphans	Orphans
Soffic.07G0017080-7B	PAS	TFF
Soffic.04H0023400-4H	AP2-EREBP	TFF
Soffic.01D0015810-1D	GNAT	OTR
Soffic.01E0027150-1E	C2C2-Dof	TFF
Soffic.02F0036280-2F	Orphans	Orphans
Soffic.03G0030770-3D	WRKY	TFF
Soffic.10G0001560-10F	Orphans	Orphans
Soffic.03G0024980-3G	Orphans	Orphans
Soffic.01G0005680-1D	DDT	OTR
Soffic.07H0001130-7H	NAC	TFF
Soffic.06F0014900-6F	NAC	TFF
Soffic.04G0008470-4B	Orphans	Orphans
Soffic.07G0016220-7B	C2H2	TFF
Soffic.05G0009230-5H	Orphans	Orphans
Soffic.02G0035300-2E	NAC	TFF
Soffic.01G0016140-1E	MYB-related	TFF
Soffic.01C0045080-1C	zf-BED	TFF
Soffic.09G0016110-9C	Orphans	Orphans
Soffic.04E0021260-4E	C2C2-YABBY	TFF
Soffic.03G0019980-3B	bZIP	TFF
Soffic.03G0004670-3A	MYB	TFF
Soffic.05C0002650-5C	GRAS	TFF
Soffic.01G0033460-1B	HSF	TFF
Soffic.10H0002890-10H	TRAF	OTR
Soffic.05G0022200-5F	C2H2	TFF
Soffic.04F0015700-4F	bHLH	TFF
Soffic.01G0020890-1C	GNAT	OTR
Soffic.10G0011890-10H	bZIP	TFF
Soffic.09G0023230-9F	C2C2-GATA	TFF
Soffic.09G0005130-9H	C2C2-GATA	TFF
Soffic.03G0023610-3D	Orphans	Orphans
Soffic.02G0016020-2E	MYB	TFF
Soffic.09G0011750-9A	AP2-EREBP	TFF
Soffic.03E0010650-3E	C2C2-Dof	TFF
Soffic.07F0011400-7F	RWP-RK	TFF
Soffic.03D0037670-3D	G2-like	TFF
Soffic.01G0007010-1G	SWI/SNF-BAF60b	OTR
Soffic.04G0021620-4F	C2C2-YABBY	TFF
Soffic.05F0000780-5F	MYB-related	TFF
Soffic.01A0036980-1A	Orphans	Orphans
Soffic.02H0003840-2H	MYB	TFF
Soffic.06G0020030-6A	AP2-EREBP	TFF
Soffic.04G0024130-4G	MYB	TFF
Soffic.09G0020010-9G	ARF	TFF
Soffic.10G0019280-10G	Orphans	Orphans
Soffic.01G0045130-1G	Orphans	Orphans
Soffic.03G0019630-3B	GRAS	TFF
Soffic.04G0018530-4E	C2C2-CO-like	TFF
Soffic.03G0036840-3G	bHLH	TFF
Soffic.05G0010930-5B	bZIP	TFF
Soffic.08G0002060-8C	MYB	TFF
Soffic.04G0020120-4G	MYB	TFF
Soffic.10G0004180-10G	AUX/IAA	OTR
Soffic.01D0024750-1D	GeBP	TFF
Soffic.01G0041000-1D	Sigma70-like	TFF
Soffic.03G0035330-3A	AP2-EREBP	TFF
Soffic.06G0016950-6A	bHLH	TFF
Soffic.04E0019410-4E	SET	OTR
Soffic.01G0029980-1A	bHLH	TFF
Soffic.01G0030360-1E	GRAS	TFF
Soffic.05G0017900-5C	MADS	TFF
Soffic.07E0006150-7E	ABI3VP1	TFF
Soffic.10G0014320-10G	NAC	TFF
Soffic.01G0033070-1G	C2H2	TFF
Soffic.08G0014010-8H	TAZ	TFF
Soffic.03G0036320-3B	NAC	TFF
Soffic.01G0037150-1B	MYB-related	TFF
Soffic.04G0034230-4A	C3H	TFF
Soffic.04G0016680-4A	C2H2	TFF
Soffic.07G0015170-7B	AP2-EREBP	TFF
Soffic.01G0042180-1D	FAR1	TFF
Soffic.10G0015310-10A	bZIP	TFF
Soffic.02G0022030-2B	EIL	TFF
Soffic.08G0016420-8G	TFIID	TFF
Soffic.06F0008800-6F	AP2-EREBP	TFF
Soffic.01G0041970-1G	AP2-EREBP	TFF
Soffic.02H0029570-2H	Orphans	Orphans
Soffic.06G0001730-6A	Orphans	Orphans
Soffic.01G0025000-1A	zf-BED	TFF
Soffic.03H0019080-3H	zf-LSD1	TFF
Soffic.09H0015110-9H	OFP	TFF
Soffic.10C0004040-10C	FAR1	TFF
Soffic.01G0012990-1H	Orphans	Orphans
Soffic.07H0012380-7H	SET	OTR
Soffic.03E0026310-3E	OFP	TFF
Soffic.06G0024530-6C	CCAAT	TFF
Soffic.04G0023120-4D	LIM	TFF
Soffic.07E0014830-7E	PLATZ	TFF
Soffic.04G0002460-4G	SWI/SNF-BAF60b	OTR
Soffic.08G0017820-8D	MYB	TFF
Soffic.09G0008010-9G	AUX/IAA	OTR
Soffic.08G0017440-8E	C2C2-GATA	TFF
Soffic.09G0020160-9G	AP2-EREBP	TFF
Soffic.07G0007240-7H	NAC	TFF
Soffic.07G0002400-7D	bHLH	TFF
Soffic.04G0012410-4G	Orphans	Orphans
Soffic.01G0040340-1G	FAR1	TFF
Soffic.10G0015550-10C	HB	TFF
Soffic.04G0023370-4E	TUB	TFF
Soffic.03G0035820-3D	mTERF	OTR
Soffic.03G0035440-3E	AP2-EREBP	TFF
Soffic.08C0003460-8C	C2H2	TFF
Soffic.04G0002190-4D	bZIP	TFF
Soffic.01G0021280-1H	Orphans	Orphans
Soffic.03G0025700-3A	AP2-EREBP	TFF
Soffic.10G0003970-10G	bHLH	TFF
Soffic.02G0027410-2D	PHD	OTR
Soffic.04G0022950-4H	C2H2	TFF
Soffic.03G0031710-3F	CCAAT	TFF
Soffic.01G0046660-1F	TRAF	OTR
Soffic.03G0037810-3E	MYB-related	TFF
Soffic.02G0031760-2B	C2C2-YABBY	TFF
Soffic.10G0007290-10C	bHLH	TFF
Soffic.10G0017330-10F	WRKY	TFF
Soffic.01G0030190-1B	OFP	TFF
Soffic.07F0018360-7F	Orphans	Orphans
Soffic.07H0017630-7H	Pseudo_ARR-B	OTR
Soffic.03G0021650-3B	MYB	TFF
Soffic.05G0020340-5G	AP2-EREBP	TFF
Soffic.06G0025850-6B	Top	TFF
Soffic.09G0002410-9G	SAP	TFF
Soffic.04G0020110-4G	NAC	TFF
Soffic.09G0002170-9B	C2H2	TFF
Soffic.03G0032490-3A	bZIP	TFF
Soffic.08E0005150-8E	C2C2-GATA	TFF
Soffic.03G0006390-3F	AP2-EREBP	TFF
Soffic.09H0012080-9H	Orphans	Orphans
Soffic.04E0023070-4E	GNAT	OTR
Soffic.03G0011380-3B	AUX/IAA	OTR
Soffic.09G0018640-9F	C2C2-GATA	TFF
Soffic.02G0029430-2D	GRAS	TFF
Soffic.06C0010930-6C	zf-BED	TFF
Soffic.01C0041130-1C	MYB	TFF
Soffic.04G0014630-4A	Orphans	Orphans
Soffic.04G0032100-4C	bHLH	TFF
Soffic.09H0007600-9H	MADS	TFF
Soffic.02G0035680-2D	HSF	TFF
Soffic.07D0016030-7D	AP2-EREBP	TFF
Soffic.04G0008400-4H	bHLH	TFF
Soffic.04F0008120-4F	AP2-EREBP	TFF
Soffic.01G0017290-1A	Orphans	Orphans
Soffic.08G0016250-8D	TCP	TFF
Soffic.01G0033980-1G	LIM	TFF
Soffic.05G0022440-5C	GRAS	TFF
Soffic.05G0009580-5C	WRKY	TFF
Soffic.07E0012590-7E	MYB	TFF
Soffic.01G0000710-1A	Sigma70-like	TFF
Soffic.02G0013410-2B	GRAS	TFF
Soffic.06G0004610-6G	FAR1	TFF
Soffic.01G0040190-1C	SET	OTR
Soffic.09G0009940-9C	GRAS	TFF
Soffic.02G0008290-2G	Orphans	Orphans
Soffic.02G0026360-2A	Orphans	Orphans
Soffic.07G0016900-7A	MYB	TFF
Soffic.06G0014350-6C	WRKY	TFF
Soffic.04G0001840-4E	C2C2-GATA	TFF
Soffic.07G0003600-7A	Top	TFF
Soffic.07C0018030-7C	NAC	TFF
Soffic.03G0016810-3G	C3H	TFF
Soffic.07D0017940-7D	bHLH	TFF
Soffic.02G0031090-2B	Orphans	Orphans
Soffic.02G0013240-2D	Orphans	Orphans
Soffic.02G0023290-2D	bHLH	TFF
Soffic.07G0014490-7C	zf-HD	TFF
Soffic.04C0023360-4C	LIM	TFF
Soffic.10G0012340-10G	TRAF	OTR
Soffic.02G0032440-2A	C2H2	TFF
Soffic.02H0008540-2H	TRAF	OTR
Soffic.01G0005870-1A	AUX/IAA	OTR
Soffic.09G0015940-9A	bHLH	TFF
Soffic.02F0001750-2F	zf-BED	TFF
Soffic.09G0012590-9E	MADS	TFF
Soffic.05G0016610-5B	Orphans	Orphans
Soffic.09D0019210-9D	Orphans	Orphans
Soffic.01E0033670-1E	Orphans	Orphans
Soffic.06G0002110-6F	Top	TFF
Soffic.09G0011150-9F	C2C2-GATA	TFF
Soffic.09G0021890-9E	OFP	TFF
Soffic.09G0011420-9D	CCAAT	TFF
Soffic.01G0011810-1C	FAR1	TFF
Soffic.01G0025170-1C	TRAF	OTR
Soffic.04G0023030-4G	NAC	TFF
Soffic.03G0015420-3E	Orphans	Orphans
Soffic.03G0035350-3D	AP2-EREBP	TFF
Soffic.07G0018360-7G	mTERF	OTR
Soffic.03G0025890-3D	WRKY	TFF
Soffic.01G0018160-1B	C2C2-YABBY	TFF
Soffic.10G0008450-10B	bZIP	TFF
Soffic.01G0046780-1C	Orphans	Orphans
Soffic.04G0030320-4H	Orphans	Orphans
Soffic.10B0007790-10B	GRF	TFF
Soffic.01E0009160-1E	WRKY	TFF
Soffic.07G0017130-7H	EIL	TFF
Soffic.04G0024350-4C	PLATZ	TFF
Soffic.07G0008670-7E	WRKY	TFF
Soffic.05E0004780-5E	Orphans	Orphans
Soffic.02G0024350-2E	NAC	TFF
Soffic.10G0004230-10A	C2H2	TFF
Soffic.01G0035210-1E	OFP	TFF
Soffic.08G0001650-8E	TRAF	OTR
Soffic.10G0012100-10F	MADS	TFF
Soffic.06G0025200-6A	CCAAT	TFF
Soffic.10F0023830-10F	C2H2	TFF
Soffic.07G0000630-7C	Orphans	Orphans
Soffic.06G0008740-6G	Orphans	Orphans
Soffic.01H0038340-1H	LIM	TFF
Soffic.06G0004370-6E	TUB	TFF
Soffic.04G0027980-4F	AP2-EREBP	TFF
Soffic.03G0030460-3G	HB	TFF
Soffic.02G0030170-2F	NAC	TFF
Soffic.06G0015960-6F	GRAS	TFF
Soffic.06G0013030-6G	NAC	TFF
Soffic.03H0011570-3H	MYB	TFF
Soffic.03G0003360-3C	AUX/IAA	OTR
Soffic.01F0041910-1F	Orphans	Orphans
Soffic.01F0019900-1F	C2C2-Dof	TFF
Soffic.10G0010430-10B	PBF-2-like	TFF
Soffic.01G0011130-1G	GRF	TFF
Soffic.01A0036380-1A	Orphans	Orphans
Soffic.02D0024030-2D	Pseudo_ARR-B	OTR
Soffic.01G0048630-1H	AP2-EREBP	TFF
Soffic.01G0051630-1E	FAR1	TFF
Soffic.01G0030550-1C	MYB-related	TFF
Soffic.05G0005040-5B	Pseudo_ARR-B	OTR
Soffic.10G0013500-10E	Orphans	Orphans
Soffic.10G0000640-10A	ABI3VP1	TFF
Soffic.01B0022250-1B	TRAF	OTR
Soffic.04G0017730-4G	C2H2	TFF
Soffic.03G0019020-3B	OFP	TFF
Soffic.01H0033700-1H	MYB-related	TFF
Soffic.05G0004610-5H	AP2-EREBP	TFF
Soffic.04C0024920-4C	C3H	TFF
Soffic.08G0015420-8F	AP2-EREBP	TFF
Soffic.06G0016500-6E	GRAS	TFF
Soffic.05G0021800-5C	AP2-EREBP	TFF
Soffic.09G0001480-9E	Orphans	Orphans
Soffic.07G0007270-7C	Orphans	Orphans
Soffic.03G0007490-3B	AP2-EREBP	TFF
Soffic.02G0015840-2A	FAR1	TFF
Soffic.01G0047200-1F	FHA	TFF
Soffic.05G0002740-5E	Orphans	Orphans
Soffic.07G0020800-7C	SWI/SNF-SWI3	OTR
Soffic.01G0025110-1C	Orphans	Orphans
Soffic.04G0003150-4G	MYB-related	TFF
Soffic.06G0027060-6B	ABI3VP1	TFF
Soffic.02G0009230-2D	C2C2-YABBY	TFF
Soffic.04G0009150-4F	Orphans	Orphans
Soffic.02G0010450-2F	MYB	TFF
Soffic.04G0022160-4F	AP2-EREBP	TFF
Soffic.09F0002470-9F	AP2-EREBP	TFF
Soffic.09G0000460-9F	C2C2-Dof	TFF
Soffic.02G0001200-2E	MYB	TFF
Soffic.05G0008940-5G	AP2-EREBP	TFF
Soffic.01G0006410-1C	MYB	TFF
Soffic.06G0014010-6D	AP2-EREBP	TFF
Soffic.03G0012250-3G	MED26	OTR
Soffic.04G0003930-4C	PBF-2-like	TFF
Soffic.09G0022190-9A	C2C2-GATA	TFF
Soffic.02G0003930-2E	MADS	TFF
Soffic.08G0017530-8A	Orphans	Orphans
Soffic.10G0017940-10H	Orphans	Orphans
Soffic.03G0001230-3A	PHD	OTR
Soffic.10G0008820-10G	bHLH	TFF
Soffic.09G0018990-9H	WRKY	TFF
Soffic.04G0013060-4A	WRKY	TFF
Soffic.01G0007440-1A	Rcd1-like	OTR
Soffic.01G0020420-1G	bHLH	TFF
Soffic.01F0026480-1F	Orphans	Orphans
Soffic.08G0005670-8A	SAP	TFF
Soffic.07G0006370-7C	TRAF	OTR
Soffic.08G0008140-8E	RWP-RK	TFF
Soffic.10G0022800-10A	C2H2	TFF
Soffic.02G0038090-2D	bZIP	TFF
Soffic.02G0010030-2G	AP2-EREBP	TFF
Soffic.09G0020460-9B	bZIP	TFF
Soffic.01B0010670-1B	C2H2	TFF
Soffic.03G0018020-3D	WRKY	TFF
Soffic.07G0002590-7D	C2H2	TFF
Soffic.07G0013310-7A	MYB	TFF
Soffic.09G0023070-9D	Orphans	Orphans
Soffic.04G0024630-4D	C2H2	TFF
Soffic.10G0009140-10E	Orphans	Orphans
Soffic.02G0032680-2E	CCAAT	TFF
Soffic.05G0002210-5H	zf-BED	TFF
Soffic.01E0045120-1E	Top	TFF
Soffic.02G0019720-2A	AP2-EREBP	TFF
Soffic.09C0013830-9C	NAC	TFF
Soffic.07G0013830-7D	MYB	TFF
Soffic.06G0012550-6H	MYB	TFF
Soffic.05E0019820-5E	Orphans	Orphans
Soffic.04G0021450-4G	Orphans	Orphans
Soffic.08G0005510-8C	MYB	TFF
Soffic.08G0016120-8B	HB	TFF
Soffic.05G0020870-5B	C2C2-GATA	TFF
Soffic.10G0017150-10B	Orphans	Orphans
Soffic.01G0022610-1A	Orphans	Orphans
Soffic.07G0001840-7D	Orphans	Orphans
Soffic.07G0018950-7A	TRAF	OTR
Soffic.05G0004430-5E	TUB	TFF
Soffic.02G0032930-2E	Orphans	Orphans
Soffic.09G0014120-9A	MADS	TFF
Soffic.04G0024980-4D	GRAS	TFF
Soffic.09G0018420-9B	Orphans	Orphans
Soffic.07G0001230-7C	TRAF	OTR
Soffic.07G0012970-7B	MYB	TFF
Soffic.04G0011770-4G	MYB	TFF
Soffic.03G0002080-3H	Orphans	Orphans
Soffic.03G0032500-3A	C2H2	TFF
Soffic.01D0032420-1D	C2H2	TFF
Soffic.06G0000380-6G	C3H	TFF
Soffic.08G0007790-8C	RWP-RK	TFF
Soffic.06G0007450-6D	GRAS	TFF
Soffic.03E0003050-3E	MYB-related	TFF
Soffic.06G0007120-6F	AP2-EREBP	TFF
