gene	Family	Type
SoffiXsponR570.05Eg122800	MYB-related	TFF
SoffiXsponR570.05Eg122900	MYB-related	TFF
SoffiXsponR570.05Eg123800	bZIP	TFF
SoffiXsponR570.05Eg132600	WRKY	TFF
SoffiXsponR570.05Eg133100	WRKY	TFF
SoffiXsponR570.05Eg133200	WRKY	TFF
SoffiXsponR570.05Eg141800	AP2-EREBP	TFF
SoffiXsponR570.05Eg149300	PHD	OTR
SoffiXsponR570.05Eg152600	MYB	TFF
SoffiXsponR570.05Eg152800	MYB	TFF
SoffiXsponR570.05Eg153000	MYB	TFF
SoffiXsponR570.05Eg153100	Tify	TFF
SoffiXsponR570.05Eg156200	NAC	TFF
SoffiXsponR570.05Eg158000	zf-HD	TFF
SoffiXsponR570.05Eg159300	WRKY	TFF
SoffiXsponR570.05Eg162900	AP2-EREBP	TFF
SoffiXsponR570.05Eg168200	AP2-EREBP	TFF
SoffiXsponR570.05Eg170200	Tify	TFF
SoffiXsponR570.05Eg179700	mTERF	OTR
SoffiXsponR570.05Eg180000	HSF	TFF
SoffiXsponR570.05Eg180600	bZIP	TFF
SoffiXsponR570.05Eg180900	HSF	TFF
SoffiXsponR570.05Eg181200	AP2-EREBP	TFF
SoffiXsponR570.05Eg184800	bHLH	TFF
SoffiXsponR570.05Eg185800	zf-HD	TFF
SoffiXsponR570.05Eg189100	bHLH	TFF
SoffiXsponR570.05Eg189400	C2C2-Dof	TFF
SoffiXsponR570.05Eg194200	WRKY	TFF
SoffiXsponR570.05Eg196900	C2H2	TFF
SoffiXsponR570.05Eg197100	zf-A20	TFF
SoffiXsponR570.05Eg198800	EIL	TFF
SoffiXsponR570.05Eg200300	MYB-related	TFF
SoffiXsponR570.05Eg203100	NAC	TFF
SoffiXsponR570.05Eg206200	C3H	TFF
SoffiXsponR570.05Eg211500	bHLH	TFF
SoffiXsponR570.05Eg216600	bHLH	TFF
SoffiXsponR570.05Eg222900	bHLH	TFF
SoffiXsponR570.05Eg223000	bHLH	TFF
SoffiXsponR570.05Eg224800	TCP	TFF
SoffiXsponR570.05Eg225200	AP2-EREBP	TFF
SoffiXsponR570.05Eg225300	AP2-EREBP	TFF
SoffiXsponR570.05Eg225600	AP2-EREBP	TFF
SoffiXsponR570.05Eg227300	HSF	TFF
SoffiXsponR570.05Eg227700	zf-A20	TFF
SoffiXsponR570.05Eg231100	SRS	TFF
SoffiXsponR570.05Eg235200	MYB	TFF
SoffiXsponR570.05Eg243800	RWP-RK	TFF
SoffiXsponR570.05Eg245300	HMG	OTR
SoffiXsponR570.05Eg246100	NAC	TFF
SoffiXsponR570.05Eg247900	C2H2	TFF
SoffiXsponR570.05Eg251500	mTERF	OTR
SoffiXsponR570.05Eg255500	SET	OTR
SoffiXsponR570.05Eg258700	GRAS	TFF
SoffiXsponR570.05Eg265000	PHD	OTR
SoffiXsponR570.05Eg269300	SBP	TFF
SoffiXsponR570.05Eg273600	GRAS	TFF
SoffiXsponR570.05Eg276900	MYB-related	TFF
SoffiXsponR570.05Eg280200	FHA	TFF
SoffiXsponR570.05Eg285300	bHLH	TFF
SoffiXsponR570.05Eg286000	CCAAT	TFF
SoffiXsponR570.05Eg286100	CCAAT	TFF
SoffiXsponR570.05Eg286500	GRAS	TFF
SoffiXsponR570.05Eg292800	bHLH	TFF
SoffiXsponR570.05Eg296700	ABI3VP1	TFF
SoffiXsponR570.05Eg296900	FAR1	TFF
SoffiXsponR570.05Eg299200	NAC	TFF
SoffiXsponR570.05Eg300200	GRAS	TFF
SoffiXsponR570.05Eg310700	C2H2	TFF
SoffiXsponR570.05Eg311600	mTERF	OTR
SoffiXsponR570.05Eg311900	GRAS	TFF
SoffiXsponR570.05Eg312000	WRKY	TFF
SoffiXsponR570.05Eg313200	GNAT	OTR
SoffiXsponR570.05Eg329700	CCAAT	TFF
SoffiXsponR570.05Eg332000	BSD	TFF
SoffiXsponR570.05Eg333200	TRAF	OTR
SoffiXsponR570.05Eg336700	CCAAT	TFF
SoffiXsponR570.05Eg341000	TUB	TFF
SoffiXsponR570.05Eg349700	ABI3VP1	TFF
SoffiXsponR570.05Eg350000	WRKY	TFF
SoffiXsponR570.05Eg351500	C3H	TFF
SoffiXsponR570.05Eg351900	NAC	TFF
SoffiXsponR570.05Eg352400	NAC	TFF
SoffiXsponR570.05Eg352800	MYB-related	TFF
SoffiXsponR570.05Eg354600	bZIP	TFF
SoffiXsponR570.05Eg355900	bZIP	TFF
SoffiXsponR570.05Fg001200	TRAF	OTR
SoffiXsponR570.05Fg008800	zf-C5HC2	TFF
SoffiXsponR570.05Fg009700	WRKY	TFF
SoffiXsponR570.05Fg013100	GNAT	OTR
SoffiXsponR570.05Fg021800	FAR1	TFF
SoffiXsponR570.05Fg025900	AP2-EREBP	TFF
SoffiXsponR570.05Fg027100	HB	TFF
SoffiXsponR570.05Fg029800	mTERF	OTR
SoffiXsponR570.05Fg030700	NAC	TFF
SoffiXsponR570.05Fg031900	SAP	TFF
SoffiXsponR570.05Fg046200	bZIP	TFF
SoffiXsponR570.05Fg053500	MYB	TFF
SoffiXsponR570.05Fg053800	ABI3VP1	TFF
SoffiXsponR570.05Fg057000	SET	OTR
SoffiXsponR570.05Fg061700	zf-BED	TFF
SoffiXsponR570.05Fg062700	C2H2	TFF
SoffiXsponR570.05Fg069400	MYB-related	TFF
SoffiXsponR570.05Fg069500	MYB-related	TFF
SoffiXsponR570.05Fg087900	Jumonji	OTR
SoffiXsponR570.05Fg090500	MYB	TFF
SoffiXsponR570.05Fg090600	MYB	TFF
SoffiXsponR570.05Fg090700	Tify	TFF
SoffiXsponR570.05Fg093500	SET	OTR
SoffiXsponR570.05Fg095600	zf-HD	TFF
SoffiXsponR570.05Fg097200	WRKY	TFF
SoffiXsponR570.05Fg100600	AP2-EREBP	TFF
SoffiXsponR570.05Fg105700	ARID	OTR
SoffiXsponR570.05Fg105900	AP2-EREBP	TFF
SoffiXsponR570.05Fg115200	C2H2	TFF
SoffiXsponR570.05Fg117900	mTERF	OTR
SoffiXsponR570.05Fg119100	HSF	TFF
SoffiXsponR570.05Fg119400	AP2-EREBP	TFF
SoffiXsponR570.05Fg119500	AP2-EREBP	TFF
SoffiXsponR570.05Fg119600	AP2-EREBP	TFF
SoffiXsponR570.05Fg125700	bHLH	TFF
SoffiXsponR570.05Fg128100	bZIP	TFF
SoffiXsponR570.05Fg129500	bHLH	TFF
SoffiXsponR570.05Fg135000	WRKY	TFF
SoffiXsponR570.05Fg137800	C2H2	TFF
SoffiXsponR570.05Fg139500	bZIP	TFF
SoffiXsponR570.05Fg139600	EIL	TFF
SoffiXsponR570.05Fg140000	SBP	TFF
SoffiXsponR570.05Fg141200	C3H	TFF
SoffiXsponR570.05Fg143600	NAC	TFF
SoffiXsponR570.05Fg147300	bHLH	TFF
SoffiXsponR570.05Fg150200	SBP	TFF
SoffiXsponR570.05Fg152000	NAC	TFF
SoffiXsponR570.05Fg152900	bHLH	TFF
SoffiXsponR570.05Fg160200	bHLH	TFF
SoffiXsponR570.05Fg160300	bHLH	TFF
SoffiXsponR570.05Fg162300	AP2-EREBP	TFF
SoffiXsponR570.05Fg162400	AP2-EREBP	TFF
SoffiXsponR570.05Fg162500	AP2-EREBP	TFF
SoffiXsponR570.05Fg162800	AP2-EREBP	TFF
SoffiXsponR570.05Fg166900	AUX/IAA	OTR
SoffiXsponR570.05Fg168300	SRS	TFF
SoffiXsponR570.05Fg168400	Pseudo_ARR-B	OTR
SoffiXsponR570.05Fg168700	MYB	TFF
SoffiXsponR570.05Fg171900	MYB	TFF
SoffiXsponR570.05Fg173500	bZIP	TFF
SoffiXsponR570.05Fg179900	RWP-RK	TFF
SoffiXsponR570.05Fg184100	C2H2	TFF
SoffiXsponR570.05Fg184800	SET	OTR
SoffiXsponR570.05Fg187200	mTERF	OTR
SoffiXsponR570.05Fg189600	GRF	TFF
SoffiXsponR570.05Fg190500	SET	OTR
SoffiXsponR570.05Fg198000	CAMTA	TFF
SoffiXsponR570.05Fg200400	PHD	OTR
SoffiXsponR570.05Fg204600	SBP	TFF
SoffiXsponR570.05Fg208800	GRAS	TFF
SoffiXsponR570.05Fg214900	FHA	TFF
SoffiXsponR570.05Fg220200	CCAAT	TFF
SoffiXsponR570.05Fg220300	CCAAT	TFF
SoffiXsponR570.05Fg222600	bHLH	TFF
SoffiXsponR570.05Fg228300	MYB	TFF
SoffiXsponR570.05Fg230500	ABI3VP1	TFF
SoffiXsponR570.05Fg233200	NAC	TFF
SoffiXsponR570.05Fg235300	C3H	TFF
SoffiXsponR570.05Fg243300	MADS	TFF
SoffiXsponR570.05Fg244800	C2H2	TFF
SoffiXsponR570.05Fg246200	mTERF	OTR
SoffiXsponR570.05Fg246500	C3H	TFF
SoffiXsponR570.05Fg248200	GNAT	OTR
SoffiXsponR570.05Fg251500	GRAS	TFF
SoffiXsponR570.05Fg262100	MADS	TFF
SoffiXsponR570.05Fg265600	GRAS	TFF
SoffiXsponR570.05Fg267800	Tify	TFF
SoffiXsponR570.05Fg277100	SAP	TFF
SoffiXsponR570.05Fg278600	MYB	TFF
SoffiXsponR570.05Fg279300	bHLH	TFF
SoffiXsponR570.05Fg279500	MYB	TFF
SoffiXsponR570.05Fg282000	SART-1	OTR
SoffiXsponR570.05Fg282200	MYB	TFF
SoffiXsponR570.05Fg287600	MED26	OTR
SoffiXsponR570.05Fg289400	bZIP	TFF
SoffiXsponR570.05Fg293600	TRAF	OTR
SoffiXsponR570.05Fg299800	DDT	OTR
SoffiXsponR570.05Fg306400	WRKY	TFF
SoffiXsponR570.05Fg311100	bZIP	TFF
SoffiXsponR570.05Fg311200	ABI3VP1	TFF
SoffiXsponR570.05Fg311500	WRKY	TFF
SoffiXsponR570.05Fg313100	C3H	TFF
SoffiXsponR570.05Fg313500	NAC	TFF
SoffiXsponR570.05Fg314100	NAC	TFF
SoffiXsponR570.05Fg314400	C2C2-Dof	TFF
SoffiXsponR570.05Fg314500	MYB-related	TFF
SoffiXsponR570.05Fg316100	bZIP	TFF
SoffiXsponR570.05Fg319200	FAR1	TFF
SoffiXsponR570.05Gg001200	C2H2	TFF
SoffiXsponR570.05Gg007800	zf-C5HC2	TFF
SoffiXsponR570.05Gg011400	GNAT	OTR
SoffiXsponR570.05Gg014900	PHD	OTR
SoffiXsponR570.05Gg025700	HB	TFF
SoffiXsponR570.05Gg029700	NAC	TFF
SoffiXsponR570.05Gg031400	FAR1	TFF
SoffiXsponR570.05Gg032000	bHLH	TFF
SoffiXsponR570.05Gg037700	Tify	TFF
SoffiXsponR570.05Gg040500	CCAAT	TFF
SoffiXsponR570.05Gg041400	C2C2-YABBY	TFF
SoffiXsponR570.05Gg048900	TRAF	OTR
SoffiXsponR570.05Gg049800	zf-A20	TFF
SoffiXsponR570.05Gg052500	PHD	OTR
SoffiXsponR570.05Gg054600	CPP	TFF
SoffiXsponR570.05Gg057000	HSF	TFF
SoffiXsponR570.05Gg060200	AUX/IAA	OTR
SoffiXsponR570.05Gg060900	SAP	TFF
SoffiXsponR570.05Gg063300	PHD	OTR
SoffiXsponR570.05Gg067600	FHA	TFF
SoffiXsponR570.05Gg070900	bHLH	TFF
SoffiXsponR570.05Gg074300	AP2-EREBP	TFF
SoffiXsponR570.05Gg079100	FHA	TFF
SoffiXsponR570.05Gg082400	SET	OTR
SoffiXsponR570.05Gg084200	AP2-EREBP	TFF
SoffiXsponR570.05Gg086500	Alfin-like	TFF
SoffiXsponR570.05Gg086700	AP2-EREBP	TFF
SoffiXsponR570.05Gg094200	Top	TFF
SoffiXsponR570.05Gg097300	TRAF	OTR
SoffiXsponR570.05Gg102300	GNAT	OTR
SoffiXsponR570.05Gg103600	WRKY	TFF
SoffiXsponR570.05Gg112200	BBR/BPC	TFF
SoffiXsponR570.05Gg113100	AP2-EREBP	TFF
SoffiXsponR570.05Gg127500	BES1	TFF
SoffiXsponR570.05Gg130200	AP2-EREBP	TFF
SoffiXsponR570.05Gg130300	AP2-EREBP	TFF
SoffiXsponR570.05Gg130700	MYB	TFF
SoffiXsponR570.05Gg135900	SET	OTR
SoffiXsponR570.05Gg146300	MYB-related	TFF
SoffiXsponR570.05Gg146400	MYB-related	TFF
SoffiXsponR570.05Gg147200	bZIP	TFF
SoffiXsponR570.05Gg148400	SET	OTR
SoffiXsponR570.05Gg149200	AP2-EREBP	TFF
SoffiXsponR570.05Gg155400	WRKY	TFF
SoffiXsponR570.05Gg155500	WRKY	TFF
SoffiXsponR570.05Gg160700	GNAT	OTR
SoffiXsponR570.05Gg161700	OFP	TFF
SoffiXsponR570.05Gg163400	SET	OTR
SoffiXsponR570.05Gg168500	AP2-EREBP	TFF
SoffiXsponR570.05Gg175300	PHD	OTR
SoffiXsponR570.05Gg175700	Jumonji	OTR
SoffiXsponR570.05Gg178700	MYB	TFF
SoffiXsponR570.05Gg178800	MYB	TFF
SoffiXsponR570.05Gg178900	MYB	TFF
SoffiXsponR570.05Gg179000	Tify	TFF
SoffiXsponR570.05Gg181700	SET	OTR
SoffiXsponR570.05Gg182800	NAC	TFF
SoffiXsponR570.05Gg183300	MYB	TFF
SoffiXsponR570.05Gg183800	zf-HD	TFF
SoffiXsponR570.05Gg185100	WRKY	TFF
SoffiXsponR570.05Gg185200	WRKY	TFF
SoffiXsponR570.05Gg191500	CCAAT	TFF
SoffiXsponR570.05Gg192900	ARID	OTR
SoffiXsponR570.05Gg193100	AP2-EREBP	TFF
SoffiXsponR570.05Gg194400	C2C2-Dof	TFF
SoffiXsponR570.05Gg199900	WRKY	TFF
SoffiXsponR570.05Gg203800	GNAT	OTR
SoffiXsponR570.05Gg205200	MYB-related	TFF
SoffiXsponR570.05Gg206500	C3H	TFF
SoffiXsponR570.06Ag002700	GRAS	TFF
SoffiXsponR570.06Ag002800	GRAS	TFF
SoffiXsponR570.06Ag002900	GRAS	TFF
SoffiXsponR570.06Ag009100	C2C2-Dof	TFF
SoffiXsponR570.06Ag011800	C2H2	TFF
SoffiXsponR570.06Ag012100	MYB-related	TFF
SoffiXsponR570.06Ag012100	MYB	TFF
SoffiXsponR570.06Ag012300	MYB-related	TFF
SoffiXsponR570.06Ag012300	MYB	TFF
SoffiXsponR570.06Ag020600	C2H2	TFF
SoffiXsponR570.06Ag020800	AP2-EREBP	TFF
SoffiXsponR570.06Ag022500	SAP	TFF
SoffiXsponR570.06Ag023600	MYB-related	TFF
SoffiXsponR570.06Ag025100	C3H	TFF
SoffiXsponR570.06Ag027200	HB	TFF
SoffiXsponR570.06Ag029600	MYB	TFF
SoffiXsponR570.06Ag029700	MYB	TFF
SoffiXsponR570.06Ag033100	WRKY	TFF
SoffiXsponR570.06Ag034300	bHLH	TFF
SoffiXsponR570.06Ag038400	Top	TFF
SoffiXsponR570.06Ag045800	bHLH	TFF
SoffiXsponR570.06Ag052900	AUX/IAA	OTR
SoffiXsponR570.06Ag056600	WRKY	TFF
SoffiXsponR570.06Ag057300	AUX/IAA	OTR
SoffiXsponR570.06Ag058500	NAC	TFF
SoffiXsponR570.06Ag059400	MYB-related	TFF
SoffiXsponR570.06Ag060900	bHLH	TFF
SoffiXsponR570.06Ag061000	bHLH	TFF
SoffiXsponR570.06Ag069700	AUX/IAA	OTR
SoffiXsponR570.06Ag070200	GNAT	OTR
SoffiXsponR570.06Ag072200	bHLH	TFF
SoffiXsponR570.06Ag073900	OFP	TFF
SoffiXsponR570.06Ag076800	zf-BED	TFF
SoffiXsponR570.06Ag076900	WRKY	TFF
SoffiXsponR570.06Ag081600	WRKY	TFF
SoffiXsponR570.06Ag082200	AP2-EREBP	TFF
SoffiXsponR570.06Ag083700	MYB	TFF
SoffiXsponR570.06Ag085400	FHA	TFF
SoffiXsponR570.06Ag088700	AP2-EREBP	TFF
SoffiXsponR570.06Ag098400	NAC	TFF
SoffiXsponR570.06Ag101400	AP2-EREBP	TFF
SoffiXsponR570.06Ag105800	TRAF	OTR
SoffiXsponR570.06Ag108500	mTERF	OTR
SoffiXsponR570.06Ag111100	SBP	TFF
SoffiXsponR570.06Ag111300	FAR1	TFF
SoffiXsponR570.06Ag113700	MED26	OTR
SoffiXsponR570.06Ag115800	NAC	TFF
SoffiXsponR570.06Ag116300	NAC	TFF
SoffiXsponR570.06Ag123300	TUB	TFF
SoffiXsponR570.06Ag125000	OFP	TFF
SoffiXsponR570.06Ag125200	MYB-related	TFF
SoffiXsponR570.06Ag125300	MYB-related	TFF
SoffiXsponR570.06Ag126300	C2H2	TFF
SoffiXsponR570.06Ag128500	MYB	TFF
SoffiXsponR570.06Ag130300	HB	TFF
SoffiXsponR570.06Ag130400	bHLH	TFF
SoffiXsponR570.06Ag133000	MYB	TFF
SoffiXsponR570.06Ag136000	CCAAT	TFF
SoffiXsponR570.06Ag141600	WRKY	TFF
SoffiXsponR570.06Ag143200	OFP	TFF
SoffiXsponR570.06Ag144300	WRKY	TFF
SoffiXsponR570.06Ag145500	GNAT	OTR
SoffiXsponR570.06Ag145700	ABI3VP1	TFF
SoffiXsponR570.06Ag147300	NOT2_3_5	OTR
SoffiXsponR570.06Ag147800	MYB-related	TFF
SoffiXsponR570.06Ag148500	bZIP	TFF
SoffiXsponR570.06Ag149400	SET	OTR
SoffiXsponR570.06Ag150200	MYB-related	TFF
SoffiXsponR570.06Ag151700	CCAAT	TFF
SoffiXsponR570.06Ag152400	bZIP	TFF
SoffiXsponR570.06Ag153600	AP2-EREBP	TFF
SoffiXsponR570.06Ag163100	TCP	TFF
SoffiXsponR570.06Ag164100	TUB	TFF
SoffiXsponR570.06Ag180100	AP2-EREBP	TFF
SoffiXsponR570.06Ag185100	MYB	TFF
SoffiXsponR570.06Ag198400	Trihelix	TFF
SoffiXsponR570.06Ag199400	DDT	OTR
SoffiXsponR570.06Ag199600	NAC	TFF
SoffiXsponR570.06Ag200700	C3H	TFF
SoffiXsponR570.06Ag203500	WRKY	TFF
SoffiXsponR570.06Ag207100	WRKY	TFF
SoffiXsponR570.06Ag212700	zf-HD	TFF
SoffiXsponR570.06Ag213400	NAC	TFF
SoffiXsponR570.06Ag215600	WRKY	TFF
SoffiXsponR570.06Ag215900	WRKY	TFF
SoffiXsponR570.06Ag216300	zf-BED	TFF
SoffiXsponR570.06Ag219200	Sigma70-like	TFF
SoffiXsponR570.06Ag219700	SET	OTR
SoffiXsponR570.06Ag220800	MYB-related	TFF
SoffiXsponR570.06Bg000700	C3H	TFF
SoffiXsponR570.06Bg002200	bZIP	TFF
SoffiXsponR570.06Bg004500	bHLH	TFF
SoffiXsponR570.06Bg004700	MYB	TFF
SoffiXsponR570.06Bg008600	Top	TFF
SoffiXsponR570.06Bg021400	Top	TFF
SoffiXsponR570.06Bg022700	C2C2-GATA	TFF
SoffiXsponR570.06Bg027600	Alfin-like	TFF
SoffiXsponR570.06Bg033900	AUX/IAA	OTR
SoffiXsponR570.06Bg037600	WRKY	TFF
SoffiXsponR570.06Bg038400	AUX/IAA	OTR
SoffiXsponR570.06Bg043200	MYB-related	TFF
SoffiXsponR570.06Bg044900	bHLH	TFF
SoffiXsponR570.06Bg045200	bHLH	TFF
SoffiXsponR570.06Bg045500	bHLH	TFF
SoffiXsponR570.06Bg046900	MADS	TFF
SoffiXsponR570.06Cg003100	MYB-related	TFF
SoffiXsponR570.06Cg004100	C3H	TFF
SoffiXsponR570.06Cg005200	bZIP	TFF
SoffiXsponR570.06Cg008000	MYB	TFF
SoffiXsponR570.06Cg011300	WRKY	TFF
SoffiXsponR570.06Cg013000	MYB	TFF
SoffiXsponR570.06Cg016200	MYB-related	TFF
SoffiXsponR570.06Cg017000	Top	TFF
SoffiXsponR570.06Cg019400	GRAS	TFF
SoffiXsponR570.06Cg033400	AUX/IAA	OTR
SoffiXsponR570.06Cg044200	AUX/IAA	OTR
SoffiXsponR570.06Cg044500	GNAT	OTR
SoffiXsponR570.06Cg046600	bHLH	TFF
SoffiXsponR570.06Cg051400	WRKY	TFF
SoffiXsponR570.06Cg055900	WRKY	TFF
SoffiXsponR570.06Cg056800	AP2-EREBP	TFF
SoffiXsponR570.06Cg058400	MYB	TFF
SoffiXsponR570.06Cg059800	FHA	TFF
SoffiXsponR570.06Cg063800	AP2-EREBP	TFF
SoffiXsponR570.06Cg072400	NAC	TFF
SoffiXsponR570.06Cg074500	SRS	TFF
SoffiXsponR570.06Cg075900	AP2-EREBP	TFF
SoffiXsponR570.06Cg080600	TRAF	OTR
SoffiXsponR570.06Cg084200	SBP	TFF
SoffiXsponR570.06Cg084400	FAR1	TFF
SoffiXsponR570.06Cg086700	MED26	OTR
SoffiXsponR570.06Cg089000	NAC	TFF
SoffiXsponR570.06Cg090200	SWI/SNF-BAF60b	OTR
SoffiXsponR570.06Cg090400	NAC	TFF
SoffiXsponR570.06Cg090600	MADS	TFF
SoffiXsponR570.06Cg091400	GRAS	TFF
SoffiXsponR570.06Cg091700	NAC	TFF
SoffiXsponR570.06Cg098900	AP2-EREBP	TFF
SoffiXsponR570.06Cg099500	TUB	TFF
SoffiXsponR570.06Cg099800	MYB-related	TFF
SoffiXsponR570.06Cg100600	C2C2-Dof	TFF
SoffiXsponR570.06Cg101000	OFP	TFF
SoffiXsponR570.06Cg101400	MYB-related	TFF
SoffiXsponR570.06Cg101500	MYB-related	TFF
SoffiXsponR570.06Cg102600	C2H2	TFF
SoffiXsponR570.06Cg104700	MYB	TFF
SoffiXsponR570.06Cg106500	HB	TFF
SoffiXsponR570.06Cg106600	bHLH	TFF
SoffiXsponR570.06Cg110900	C2H2	TFF
SoffiXsponR570.06Cg112500	CCAAT	TFF
SoffiXsponR570.06Cg117400	WRKY	TFF
SoffiXsponR570.06Cg120800	GNAT	OTR
SoffiXsponR570.06Cg121000	ABI3VP1	TFF
SoffiXsponR570.06Cg122900	NOT2_3_5	OTR
SoffiXsponR570.06Cg123400	MYB-related	TFF
SoffiXsponR570.06Cg124200	bZIP	TFF
SoffiXsponR570.06Cg125200	SET	OTR
SoffiXsponR570.06Cg126000	MYB-related	TFF
SoffiXsponR570.06Cg127800	CCAAT	TFF
SoffiXsponR570.06Cg130300	AP2-EREBP	TFF
SoffiXsponR570.06Cg135600	NAC	TFF
SoffiXsponR570.06Cg136700	CPP	TFF
SoffiXsponR570.06Cg138800	BSD	TFF
SoffiXsponR570.06Cg139500	TCP	TFF
SoffiXsponR570.06Cg142400	VOZ	TFF
SoffiXsponR570.06Cg143100	OFP	TFF
SoffiXsponR570.06Cg144600	PHD	OTR
SoffiXsponR570.06Cg146000	C2C2-GATA	TFF
SoffiXsponR570.06Cg147500	AUX/IAA	OTR
SoffiXsponR570.06Cg151600	HSF	TFF
SoffiXsponR570.06Cg156200	AP2-EREBP	TFF
SoffiXsponR570.06Cg156600	WRKY	TFF
SoffiXsponR570.06Cg161000	MYB	TFF
SoffiXsponR570.06Cg164000	zf-BED	TFF
SoffiXsponR570.06Cg164400	ABI3VP1	TFF
SoffiXsponR570.06Cg164400	AP2-EREBP	TFF
SoffiXsponR570.06Cg167800	MYB	TFF
SoffiXsponR570.06Cg171800	AUX/IAA	OTR
SoffiXsponR570.06Cg172900	TUB	TFF
SoffiXsponR570.06Cg174200	DDT	OTR
SoffiXsponR570.06Cg174400	NAC	TFF
SoffiXsponR570.06Cg176000	C3H	TFF
SoffiXsponR570.06Cg178700	WRKY	TFF
SoffiXsponR570.06Cg179100	MYB-related	TFF
SoffiXsponR570.06Cg179800	C2C2-GATA	TFF
SoffiXsponR570.06Cg181000	bZIP	TFF
SoffiXsponR570.06Cg181700	WRKY	TFF
SoffiXsponR570.06Cg182800	CCAAT	TFF
SoffiXsponR570.06Cg186800	MYB-related	TFF
SoffiXsponR570.06Cg186900	MYB-related	TFF
SoffiXsponR570.06Cg187500	NAC	TFF
SoffiXsponR570.06Cg189800	WRKY	TFF
SoffiXsponR570.06Cg193000	Sigma70-like	TFF
SoffiXsponR570.06Cg193500	SET	OTR
SoffiXsponR570.06Cg195300	Sigma70-like	TFF
SoffiXsponR570.06Cg195500	MYB-related	TFF
SoffiXsponR570.06Cg202100	bHLH	TFF
SoffiXsponR570.06Dg002500	GRAS	TFF
SoffiXsponR570.06Dg008500	Top	TFF
SoffiXsponR570.06Dg009400	bHLH	TFF
SoffiXsponR570.06Dg016300	AUX/IAA	OTR
SoffiXsponR570.06Dg019800	WRKY	TFF
SoffiXsponR570.06Dg020800	AUX/IAA	OTR
SoffiXsponR570.06Dg021800	NAC	TFF
SoffiXsponR570.06Dg022700	MYB-related	TFF
SoffiXsponR570.06Dg024300	bHLH	TFF
SoffiXsponR570.06Dg024500	bHLH	TFF
SoffiXsponR570.06Dg025600	MADS	TFF
SoffiXsponR570.06Dg032300	OFP	TFF
SoffiXsponR570.06Dg033300	MYB	TFF
SoffiXsponR570.06Dg034300	AUX/IAA	OTR
SoffiXsponR570.06Dg034700	GNAT	OTR
SoffiXsponR570.06Dg036700	bHLH	TFF
SoffiXsponR570.06Dg047000	AP2-EREBP	TFF
SoffiXsponR570.06Dg048800	MYB	TFF
SoffiXsponR570.06Dg050700	FHA	TFF
SoffiXsponR570.06Dg054500	AP2-EREBP	TFF
SoffiXsponR570.06Dg063300	NAC	TFF
SoffiXsponR570.06Dg065600	SRS	TFF
SoffiXsponR570.06Dg065800	SET	OTR
SoffiXsponR570.06Dg071700	TRAF	OTR
SoffiXsponR570.06Dg074700	mTERF	OTR
SoffiXsponR570.06Dg079300	HB	TFF
SoffiXsponR570.06Dg079400	bHLH	TFF
SoffiXsponR570.06Dg083200	CCAAT	TFF
SoffiXsponR570.06Dg085200	CCAAT	TFF
SoffiXsponR570.06Dg092200	WRKY	TFF
SoffiXsponR570.06Dg094700	WRKY	TFF
SoffiXsponR570.06Dg095600	GNAT	OTR
SoffiXsponR570.06Dg095800	ABI3VP1	TFF
SoffiXsponR570.06Dg097600	NOT2_3_5	OTR
SoffiXsponR570.06Dg099000	bZIP	TFF
SoffiXsponR570.06Dg100000	SET	OTR
SoffiXsponR570.06Dg100800	MYB-related	TFF
SoffiXsponR570.06Dg102800	CCAAT	TFF
SoffiXsponR570.06Dg103500	bZIP	TFF
SoffiXsponR570.06Dg104800	AP2-EREBP	TFF
SoffiXsponR570.06Dg104900	AP2-EREBP	TFF
SoffiXsponR570.06Dg111600	CPP	TFF
SoffiXsponR570.06Dg114800	TCP	TFF
SoffiXsponR570.06Dg115800	TUB	TFF
SoffiXsponR570.06Dg116000	C2C2-Dof	TFF
SoffiXsponR570.06Dg117000	ARF	TFF
SoffiXsponR570.06Dg117700	VOZ	TFF
SoffiXsponR570.06Dg122700	MYB	TFF
SoffiXsponR570.06Dg125900	ABI3VP1	TFF
SoffiXsponR570.06Dg125900	AP2-EREBP	TFF
SoffiXsponR570.06Dg130600	MYB	TFF
SoffiXsponR570.06Dg136500	TUB	TFF
SoffiXsponR570.06Dg137800	DDT	OTR
SoffiXsponR570.06Dg138000	NAC	TFF
SoffiXsponR570.06Dg139200	C3H	TFF
SoffiXsponR570.06Dg139900	AP2-EREBP	TFF
SoffiXsponR570.06Dg142200	WRKY	TFF
SoffiXsponR570.06Dg145100	bZIP	TFF
SoffiXsponR570.06Dg146200	AP2-EREBP	TFF
SoffiXsponR570.06Dg147100	CCAAT	TFF
SoffiXsponR570.06Dg154400	WRKY	TFF
SoffiXsponR570.06Dg154900	WRKY	TFF
SoffiXsponR570.06Dg157100	bHLH	TFF
SoffiXsponR570.06Dg157700	Sigma70-like	TFF
SoffiXsponR570.06Dg158200	SET	OTR
SoffiXsponR570.06Dg159900	Sigma70-like	TFF
SoffiXsponR570.06Eg008900	C2H2	TFF
SoffiXsponR570.06Eg012900	GRAS	TFF
SoffiXsponR570.06Eg013000	GRAS	TFF
SoffiXsponR570.06Eg013100	GRAS	TFF
SoffiXsponR570.06Eg019400	C2H2	TFF
